"filename", "language", "TypeScript", "JavaScript", "JSON", "MS SQL", "comment", "blank", "total"
"/home/bira/api_patrimonio/.history/src/repositories/categoriesRepository_20260413224807.js", "JavaScript", 0, 24, 0, 0, 0, 4, 28
"/home/bira/api_patrimonio/.history/src/repositories/categoriesRepository_20260413224843.js", "JavaScript", 0, 23, 0, 0, 0, 4, 27
"/home/bira/api_patrimonio/.history/src/repositories/categoriesRepository_20260413230851.js", "JavaScript", 0, 22, 0, 0, 0, 4, 26
"/home/bira/api_patrimonio/.history/src/repositories/categoriesRepository_20260413230934.js", "JavaScript", 0, 22, 0, 0, 0, 4, 26
"/home/bira/api_patrimonio/.history/src/repositories/categoriesRepository_20260413231906.js", "JavaScript", 0, 22, 0, 0, 0, 4, 26
"/home/bira/api_patrimonio/.history/src/repositories/categoriesRepository_20260413231940.js", "JavaScript", 0, 22, 0, 0, 0, 4, 26
"/home/bira/api_patrimonio/.history/src/repositories/categoriesRepository_20260413232910.js", "JavaScript", 0, 22, 0, 0, 0, 4, 26
"/home/bira/api_patrimonio/.history/src/repositories/categoriesRepository_20260413233000.js", "JavaScript", 0, 22, 0, 0, 0, 4, 26
"/home/bira/api_patrimonio/.history/src/repositories/categoriesRepository_20260413233244.js", "JavaScript", 0, 22, 0, 0, 0, 4, 26
"/home/bira/api_patrimonio/.history/src/repositories/categoryItemsRepository_20260416090602.js", "JavaScript", 0, 0, 0, 0, 0, 1, 1
"/home/bira/api_patrimonio/.history/src/repositories/categoryItemsRepository_20260416091022.js", "JavaScript", 0, 27, 0, 0, 0, 5, 32
"/home/bira/api_patrimonio/.history/src/repositories/categoryItemsRepository_20260416092711.js", "JavaScript", 0, 31, 0, 0, 0, 5, 36
"/home/bira/api_patrimonio/.history/src/repositories/categoryItemsRepository_20260416102700.js", "JavaScript", 0, 31, 0, 0, 0, 5, 36
"/home/bira/api_patrimonio/.history/src/repositories/categoryItemsRepository_20260416102754.js", "JavaScript", 0, 31, 0, 0, 0, 5, 36
"/home/bira/api_patrimonio/.history/src/repositories/categoryItemsRepository_20260416102812.js", "JavaScript", 0, 31, 0, 0, 0, 5, 36
"/home/bira/api_patrimonio/.history/src/repositories/categoryItemsRepository_20260416103439.js", "JavaScript", 0, 31, 0, 0, 0, 5, 36
"/home/bira/api_patrimonio/.history/src/repositories/itemAuthorRepository_20260415125702.js", "JavaScript", 0, 4, 0, 0, 0, 1, 5
"/home/bira/api_patrimonio/.history/src/repositories/itemAuthorRepository_20260415131423.js", "JavaScript", 0, 4, 0, 0, 0, 1, 5
"/home/bira/api_patrimonio/.history/src/repositories/itemAuthorRepository_20260415133146.js", "JavaScript", 0, 4, 0, 0, 0, 1, 5
"/home/bira/api_patrimonio/.history/src/repositories/itemAuthorRepository_20260415133359.js", "JavaScript", 0, 4, 0, 0, 0, 1, 5
"/home/bira/api_patrimonio/.history/src/repositories/itemAuthorRepository_20260415133414.js", "JavaScript", 0, 4, 0, 0, 0, 1, 5
"/home/bira/api_patrimonio/.history/src/repositories/itemAuthorRepository_20260415133832.js", "JavaScript", 0, 12, 0, 0, 0, 2, 14
"/home/bira/api_patrimonio/.history/src/repositories/itemAuthorRepository_20260415151813.js", "JavaScript", 0, 22, 0, 0, 0, 2, 24
"/home/bira/api_patrimonio/.history/src/repositories/itemAuthorRepository_20260415151829.js", "JavaScript", 0, 22, 0, 0, 0, 2, 24
"/home/bira/api_patrimonio/.history/src/repositories/itemAuthorRepository_20260415153603.js", "JavaScript", 0, 21, 0, 0, 0, 3, 24
"/home/bira/api_patrimonio/.history/src/repositories/itemAuthorRepository_20260415153628.js", "JavaScript", 0, 21, 0, 0, 0, 3, 24
"/home/bira/api_patrimonio/.history/src/repositories/itemAuthorRepository_20260415153754.js", "JavaScript", 0, 21, 0, 0, 0, 3, 24
"/home/bira/api_patrimonio/.history/src/repositories/itemAuthorRepository_20260415153820.js", "JavaScript", 0, 21, 0, 0, 0, 3, 24
